Tanggal,Tweet,Username,Likes,Replies,Retweets,Sentiment
2022-12-18 00:20:56+00:00,bankbri_id bri tingkatkan pelayanan kerahasiaan data pemilik terimakasih cabut bri alasan,Ekokris91459888,0,2,0,netral
2022-12-18 00:04:25+00:00,lizaart26 hai sobat bri memiliki kendala pelayanan bank bri mohon informasikan detail dm tindak waspada akun resmi medsos bri terverified channel private resmi bri whatsapp nomor 08121214017 tkspriska,BANKBRI_ID,1,0,0,netral
2022-12-17 23:25:13+00:00,bankbri_id bank dgn standar pelayanan buruk,Lizaart26,0,1,0,netral
2022-12-17 22:32:09+00:00,bankbri_id tarik tunai kartu mudah gmn kmrin aja ga aplikasinya error sebenernya male kalo pelayanan gini trs,CintaArsila,0,2,0,netral
2022-12-17 21:33:05+00:00,bankbri_id bri bank yg nasbahnya mgkin bank tertua negeri pelayanan cepat bank2 yg,Abdilla85013822,0,1,0,netral
2022-12-17 14:48:27+00:00,c4ndu88 luthpiyahb hai sobat bri bank bri senantiasa berkomitmen meningkatkan pelayanan kepuasan nasabah lakukan pengecekan pembukaan rekening online normal mengalami kendala pengecekan mohon kirimkan respon diterima 1,kontakBRI,1,1,0,positif
2022-12-17 13:06:55+00:00,bankbri_id selamat ulang tingkat pelayanan nya kalah bank swasta cayo,alianto_yusman,0,0,0,netral
2022-12-17 11:13:58+00:00,smoga bank bri d pelayanan yg terbaik masyarakat hut127bri umkmbritumbuh,yuliana18291447,0,0,0,netral
2022-12-17 09:12:53+00:00,bankbri_id sayang pelayanan bri pangalengan kab bandung pengurusan refound asuransi mengecewakanhampir 10bln sampe blm pencairannya mutlak hak nasabahmohon perhatikan refiund asuransi nasabahtrims,bharaduta_riksa,3,7,1,netral
2022-12-17 02:38:11+00:00,bankbri_id si c info norek bank pake mindahin uangku rekening bri perbaikan pelayanan emang kyk gtu mksudnya,BumelguruBindo,0,0,0,netral
2022-12-16 21:21:26+00:00,taofikmuhammad hai sobat bri terima kasih saran masukkan pertimbangan meningkatkan kualitas pelayanan bank bri nasabah sobat bri terhubung fitur live chat silakan 1,BANKBRI_ID,0,0,0,positif
2022-12-16 15:47:11+00:00,bankbri_id coba deh pelayanan perbaiki asli bobrok dah tau antri ampe c tau teller 1 2 pa 3,jerryimam,0,2,0,netral
2022-12-16 12:13:09+00:00,fatimha_ibrahim hai sobat bri terima kasih saran masukan manjadi perhatian pelayanan akun resmi medsos bri terverified ya layanan seru 1,BANKBRI_ID,0,0,0,netral
2022-12-16 12:00:28+00:00,sisukanyemil hai sobat bri terima kasih masukan perhatian depannya meningkatkan pelayanan nasabah setia bri sobat bri menginformasikan lokasi mesin atm bri dm tindak lanjuti 1,BANKBRI_ID,0,0,0,netral
2022-12-16 10:29:20+00:00,semoga bank bri bank terbaik menghubungkan pensiunan pelayanan prima nasabah tumbuhdantangguh httpstco0qzszfoiku,DapenPerhutani,0,0,0,netral
2022-12-16 10:24:52+00:00,semoga bank bri pelayanan terbaik masyarkat hutbri127 britumbuhtangguh,JanuariJane,0,0,0,netral
2022-12-16 10:08:43+00:00,semoga bank bri pelayanan terbaik masyarkat hutbri127 britumbuhtangguh,Dian801493144,0,0,0,netral
2022-12-16 09:15:25+00:00,bankbri_id bank bagus adalahbank yg berdomisili tobelomaluku utara jam istirahat siangpun pelayanan karyawan gantian istirahat jd nasabah tdk yg terlantar sekuriti ramah berlaku bank,asriani_janiska,2,2,0,netral
2022-12-16 08:52:55+00:00,idhamkh06609153 hai sobat bri terima kasih masukan perhatian depannya meningkatkan pelayanan nasabah setia bri sehat sukses sobat bri waspada akun resmi medsos bri 1,BANKBRI_ID,0,0,0,netral
2022-12-16 07:37:14+00:00,convomfs tergantung keperluan kalo rekening murni nabung aja jenis tabunganku bank tinggal baca aja sampk website resmi c nyari atm dimanamana bri kalo nyari pelayanan c nya sat set enak bca cimb,mydarlingnoelk,18,1,1,netral
2022-12-16 04:44:31+00:00,darmantadwi hai sobat bri mengalami kendala terkait pelayanan bank bri silakan diinformasikan detail dm tindak ya 1,BANKBRI_ID,0,0,0,netral
2022-12-16 04:18:17+00:00,bankbri_id coba turun bri cabang2 kecamatan2 rata2 klo jam 1200 pelayanan c berhenti makan siang nasabah nunggu c bri persis asn kecamatankelurahan,teddharsa,1,1,0,netral
2022-12-16 03:54:26+00:00,kontakbri pelayanan bri tingkat unit lambat lini krn wa matius sbg sale kur 2 tdk direspon skrg bri pacarkeling surabaya emang gini ya pelayanannya bankbri_id mediakonsumenid,yudo_geminiboy,0,8,0,netral
2022-12-16 03:38:55+00:00,bankbri_id selamat hut bri 127 semoga jaya pelayanan bagus,Masudin_ID,0,0,0,netral
2022-12-16 03:34:23+00:00,gemadiena bankbri_id bank dg aset terbesar umur tp pelayanan dlmenindak laporan dr nasabah berubah inovasimemang beda dg bca,Nav19861,0,0,0,netral
2022-12-16 03:09:50+00:00,bankbri_id bank bri pelayanan yg payah bagus bni mandiri,DarmantaDwi,0,2,0,netral
2022-12-16 02:26:34+00:00,terima kasih bank bri pelayanan hutbri127 britumbuhdantangguh,melatis20009989,0,1,0,netral
2022-12-16 01:28:11+00:00,bankbri_id pelayanan sm bcacth aja kejadian penipuan dimana penipu trransfer dr bca bank nasabah bca bca dg laporan polisi dr bca follow up dg menghubungin bank penipu dr bank penipu ditarikkl bri lapor ditrm aja dibilang salah nasabah,Nav19861,22,23,1,netral
2022-12-16 01:18:43+00:00,selamat ulang bankbri_id sukses perbankan bernilai asia tenggara pelayanan terbaik masyarakat indonesia digitalbisa untukindonesialebihbaik httpstcokva7x8edeh,TelkomIndonesia,31,1,40,netral
2022-12-15 23:49:54+00:00,bankbri_id pelayanan competitor bank swasta mu bri,Diyantirosdian1,1,1,0,netral
2022-12-15 18:08:47+00:00,karyaglobalindo pituluikpatah hai sobat bri saran masukan manjadi perhatian pelayanan tindak diinformasikan kantor bri dm ya 1,BANKBRI_ID,0,0,0,netral
2022-12-15 18:02:00+00:00,nithajeong92 nctsmtown_127 hai sobat bri saran masukan manjadi perhatian pelayanan silakan ikuti timeline informasi program menarik 1,BANKBRI_ID,0,0,0,netral
2022-12-15 17:22:31+00:00,bankbri_id pelayanan jelek parah atm rusak app brimo error,pedantis,21,6,0,netral
2022-12-15 10:06:51+00:00,bankbri_id ah kabupaten pringsewu provinsi lampung orang orang kartu atm berbulan kunjung mesin mesin atm bermasalah menelan kartu atm pelayanan terbaik,KaryaGlobalindo,4,7,0,netral
2022-12-15 04:13:54+00:00,personil unit samapta polsek mina polres siak polda riau melaksanakan pengamanan bank bri unit mina wujud kesiapsiagaan polri pelayanan masyarakat menjaga kamtibmas humaspolsekminas poldariau polressiak polripresisi httpstcocawt0gadgl,HumasMinas,1,0,0,netral
2022-12-15 01:40:33+00:00,bankbri_id mesin atm mati kalopun aktif transfer gak ngambil duit cash nasabah butuh duit cash belanja pasar tradisional beli nasi goreng dll trimakasih tanggapannya semoga perbaikan pelayanan kpd dsini,aan_mbak,3,6,0,netral
2022-12-14 09:18:47+00:00,bank bri bank pelayanan terbaik mengutamakan kepuasan masyarakat bravo bank bri,bobalokall,0,0,0,netral
2022-12-14 03:58:56+00:00,personil unit samapta polsek mina polres siak polda riau melaksanakan pengamanan bank bri unit mina wujud kesiapsiagaan polri pelayanan masyarakat menjaga kamtibmas humaspolda_riau polres_siak poldariau polressiak polripresisi httpstcox7qlcl43au,HumasMinas,1,0,0,netral
2022-12-13 11:57:42+00:00,bank bri agen brilink upaya bri pelayanan terbaiknya wilayah indonesia transformasibri,ssofiana_,0,0,0,netral
2022-12-13 11:35:40+00:00,memeberikan invasi peningkatan pelayanan bank bri bri pemberdayaan edukasi masyarakat umkm transformasibri,xxtoneup,0,1,0,netral
2022-12-11 14:11:53+00:00,bca hati kek pelayanan bca bagus batt anjirr keknya nnt klo kuliah gue ganti bank mandiri aja deh ga bri yg potongannya murah perbulannya,mipmiipp,0,0,0,netral
2022-12-10 14:27:25+00:00,kedekatan bank bri rakyat terkenal prose perbankan mudah pelayanan ramah kinerjabriq3,Aisway_a,0,1,0,netral
2022-12-10 13:10:48+00:00,bank rakyat indonesia bri bank milik negara bumn terpopuler indonesia didirikan 1895 bri berkomitmen pelayanan maksimal nasabah salah satunya menyediakan layanan call center kinerjabriq3,kopiee42,0,0,0,negatif
2022-12-10 13:01:23+00:00,disisi bank bri mengikuti perkembangan zaman modern loh pelayanan kinerjabriq3,ThreadRekomen,0,1,0,positif
2022-12-10 12:56:31+00:00,bank rakyat bri meningkatkan pelayanan nya kinerjabriq3,superlazygo,0,1,0,netral
2022-12-10 12:35:49+00:00,bri bank masyarakat meningkatkan pelayanan nya kinerjabriq3,delapuzpa,0,1,0,netral
2022-12-10 11:50:47+00:00,satusatunya programnya bri pelayanan sesuai zaman bri transformasi berevolusi bank modern sesuai zaman kinerjabriq3,ssofiana_,0,1,0,positif
2022-12-09 14:54:32+00:00,perpaduan keunggulan layanan fisik langsung digital phigital membawa bri mengusung konsep hybrid bankdi bribank bumn terbesar berbasis pelanggan terbesar pelayanan segmen unbankable transformasibri127 bricabbrebes0014,YosiH90409834,0,0,0,netral
2022-12-09 13:39:57+00:00,halo bankbri_id mohon respon ya kecewa dgn pelayanan karyawan uang sertifikasi asn diblokir sy bolak unit cabang induk yg jaraknya hasilnya nihil uang msh terblokir,91_meter,0,4,0,netral
2022-12-09 10:28:13+00:00,bankbri_id ojkindonesia kemendagri pokoknya data dinperbaiki telefon bri cabang berdangkutan respon gimana pelayanan kinerja karyawan,InataUwy,0,0,0,netral
2022-12-09 04:25:47+00:00,personil unit samapta polsek mina polres siak polda riau melaksanakan pengamanan bank bri unit mina wujud kesiapsiagaan polri pelayanan masyarakat menjaga kamtibmas humaspoldariau humaspolsekminas poldariau polressiak polripresisi httpstcov3t0txbqdi,HumasMinas,1,0,0,netral
2022-12-09 03:51:43+00:00,ga tau bri bank pelayanan luama antri bank,dintaavrila,1,0,0,netral
2022-12-08 15:03:46+00:00,bri menjadikan hybrid bank inovasi lanjutan digitalisasi mengedepankan pelayanan masyarakat transformasibri,pjmsyiii,0,0,0,netral
2022-12-08 14:46:24+00:00,teman bri produkproduknya membantu transaksi harinya pelayanan bank bri maksimal banget transformasibri,dham1013,0,1,0,netral
2022-12-08 14:17:55+00:00,perluasan pelayanan transformasi sulit bank bri mengkondisikan prose transformasi pelayanan semaksimal transformasibri,korekap28167272,0,1,0,netral
2022-12-08 14:13:33+00:00,kemajuankemajuan hadir bank bri berguna meningkatkan kualitas pelayanan bank rakyat merata memperpanjang roda ekonomi merata transformasibri,korekap28167272,0,1,0,netral
2022-12-08 12:02:29+00:00,udah kali dapet pelayanan buruk gak nyaman bank bankbri_id sikap pegawai jutek jude unit tanabatue keclibureng kabupaten bone asli plyanannya mine bnget satpam tellernya pnsiunan disruh antri pdhlkan gak prlu,Anurazizahh,0,3,0,netral
2022-12-08 02:47:34+00:00,personil unit samapta polsek mina polres siak polda riau melaksanakan pengamanan bank bri unit mina wujud kesiapsiagaan polri pelayanan masyarakat menjaga kamtibmas humaspoldariau humaspolsekminas poldariau polressiak polripresisi httpstcodxvkqkv8b6,HumasMinas,1,0,0,netral
2022-12-07 14:05:41+00:00,kasih dukungan bank bri pelayanan bagus lagilagi bri mencatatkan kinerja gemilang kirakira nebak gak kali bri bikin kinerjabriq3,asmimin88,2,1,1,netral
2022-12-07 11:25:16+00:00,gimana keren bank kesayangan iyalah keren bank bri gak care core bussinessnya aja umkm care nasabahnya buktinya bank bri transformasi biar nasabahnya puas pelayanan perbankan kinerjabriq3,blueiszly,0,0,0,netral
2022-12-07 06:19:22+00:00,tambahan bank bri memakai sistem pelayanan hybird loh melayani online offline kinerjabriq3,lulu511111,0,1,0,netral
2022-12-07 06:19:15+00:00,contoh pelayanan bank bri online brimo masyarakat contoh pelayanan bank bri offline persebaran agentbrilink kepolosok loh kinerjabriq3,lulu511111,0,1,0,netral
2022-12-07 06:16:57+00:00,contoh pelayanan bank bri online brimo masyarakat contoh pelayanan bank bri offline persebaran agentbrilink kepolosok loh kinerjabriq3,ClaraEilza,0,0,0,netral
2022-12-07 06:15:44+00:00,tambahan bank bri memakai sistem pelayanan hybird loh melayani online offline kinerjabriq3,ClaraEilza,1,1,0,netral
2022-12-07 04:21:41+00:00,parah banget bankbri_id segini banggabanggakan gini kantor terdekat dilayani fakta lihat bank sebelah menyelesaikan via callwhatsapp kemenbumn evaluasi pelayanan bank bumn httpstcoem4mxebfjt,penggunaTP,0,2,0,netral
2022-12-06 16:04:29+00:00,bri mengusung konsep hybrid bank pelayanan perbankan modern meninggalkan nasabah transformasibri,belanjaditoped,0,1,0,positif
2022-12-06 15:43:08+00:00,agen brilink nasabah masyarakat indonesia pelayanan halnya unit kerja bank bri transformasibri,PBNu,0,1,0,netral
2022-12-06 15:34:27+00:00,kali ngenalin bank bertransformasi pesat helo mengenal bri salah bank terbesar indonesia bri pelayanan memuaskan salah bank rakyat transformasibri,suhlaaa293,6,1,5,netral
2022-12-06 14:15:41+00:00,bank bri pelayanan terbaik masyarakat transformasi perusahaan bumn teruss dilakukam upaya kontribusi mendorong pertumbuhan ekonomi indonesia transformasibri,Tania01171,1,1,0,netral
2022-12-06 14:11:17+00:00,masyarakat digital pelayanan konsep hybrid bank bri yg terbaik era apapun terimakasih bri transformasibri,liyaz1108,0,1,0,netral
2022-12-06 14:03:38+00:00,kagum kemudahan pelayanan konsumen menjadikan bri bank predikat bank rakyat transformasibri,Dirgantara_33,0,1,0,netral
2022-12-06 12:04:21+00:00,bri menjadikan hybrid bank inovasi lanjutan digitalisasi mengedepankan pelayanan masyarakat transformasibri,jloveyea,0,0,0,netral
2022-12-06 11:22:26+00:00,perbedaan brilink bank bri pelayanan transaksi setor tunai tarik tunai transfer brilink utk jam transaksi brilink malam sabtu bank bri tutup transformasibri,ndyads,0,1,0,netral
2022-12-06 10:18:41+00:00,didalam perpaduan keunggulan layanan fisik langsung digital phygital tsb membwa bri mengusung konsep hybrid bank peluang dimanfaatkan bri krn bri berdiri sjak indonesia merdeka era pelayanan full fisik transformasibri,ricobatmanlussy,0,1,0,positif
2022-12-06 09:39:11+00:00,samping konsumer bank bri mengakui brimo sukses menghadirkan fitur pelayanan transaksi finansial sesuai kebutuhan loh transformasibri,aciddreamm,0,1,0,netral
2022-12-06 09:34:52+00:00,erickthohir bos latihlah pegawai2 bank bri teller front office securitynya review jam pelayanan thd konsumen,im_trondolo,0,1,0,netral
2022-12-06 08:10:27+00:00,bank bri memadukan konsep pelayanan digital pelayanan fisik langsung konsep hybrid bank phygital transformasibri,lavendermixlily,0,1,0,netral
2022-12-06 08:10:26+00:00,sejalan momentum bank bri berupaya meningkatkan inklusi keuangan transformasi konsep pelayanan bank transformasibri,lavendermixlily,0,1,0,netral
2022-12-06 07:06:01+00:00,bri bank predikat bank rakyat mantap bri pelayanan masyarakat transformasibri,Pisangcoklat010,0,1,0,netral
2022-12-06 06:31:33+00:00,sistem keamanan nya terperinci informasi tata dll mestinya pelayanan bank bri online offline keren transformasibri,iconia0056,0,0,0,netral
2022-12-06 06:28:51+00:00,sistem keamanan nya terperinci informasi tata dll mestinya pelayanan bank bri online offline keren transformasibri,kutexpink,0,1,0,netral
2022-12-06 06:01:07+00:00,bankbri_id mengomfirmasi sop pelayanan bri 1 c bertugas pelayan bri httpstco6mjnej4lbf,nuriqbalrusdih,1,6,0,netral
2022-12-06 05:35:33+00:00,konsep hybrid bank yg diterapkan bri pelayanan fisik digital transformasibri,follow_mikuro,1,1,1,netral
2022-12-06 03:00:02+00:00,bankbri_id mohon kantor ranting sokobanah sampang madura edukasi pelayanan satpam standby nomor antrian antri serobot 3 orang parahnya petugas teller mendahulukan penyerobot antrian btk,ayobubuk,2,7,0,netral
2022-12-06 02:31:01+00:00,personil unit samapta polsek mina polres siak polda riau melaksanakan pengamanan bank bri unit mina wujud kesiapsiagaan polri pelayanan masyarakat menjaga kamtibmas humaspoldariau humaspolsekminas poldariau polressiak polripresisi httpstcoop0l1spn9h,HumasMinas,1,0,0,netral
2022-12-06 01:27:03+00:00,bhabinkamtibmas briptu a ilyas aplikasi pelayanan publik app presisi sekurity bank bri muara komam httpstcoxpncnw0ttz,polsekkomam,0,0,0,netral
2022-12-05 15:16:49+00:00,bri menerapkan hybrid bank menjangkau pelayanan nasabah lho amazing kaan kinerjabriq3,yuan_yeni,0,1,0,positif
2022-12-05 14:50:02+00:00,agen brilink nasabah masyarakat indonesia pelayanan halnya unit kerja bank bri kinerjabriq3,PBNu,0,1,0,netral
2022-12-05 13:03:00+00:00,mendorong peningkatan inklusi bri strategi hybrid bank strategi intregrasi ekosistem ultra mikro memperluas pelayanan brilink kinerjabriq3,Aisway_a,4,1,0,netral
2022-12-05 11:24:29+00:00,semoga kedepannya bank bri meningkatkan pelayanan masyarakat umkm terbantu memajukan perekonomian negeri kinerjabriq3,keutot,0,0,0,netral
2022-12-05 11:08:58+00:00,kali pelayanan buruk mengenakkan c nya bankbri_id kcp prajekan untung gak viral tiktokidn ya mbak c but please ya bankbri_id tolong tegur staff nya biar gak terulang maaf gak tau nama mbak c nya,HerzSinge,1,5,0,netral
2022-12-05 10:11:19+00:00,digitalisasi prose bisnis dituangkan strategi hybrid bank bri menekan operational cost menjangkau masyarakat tersentuh layanan keuangan formal emang pelayanan bri tu best kinerjabriq3,Cinta050403,0,1,0,positif
2022-12-05 10:01:45+00:00,gimana keren banget bank bank bri meningkatkan kualitas pelayanan bertransformasi kedepannya kinerjabriq3,marfi_12,0,0,0,netral
2022-12-05 09:23:26+00:00,pelayanan bri puas layanan fisik langsung digital phygital membawa bri mengusung konsep hybrid bank kinerjabriq3,Dinadinda69,1,1,0,netral
2022-12-05 09:12:54+00:00,isu inflasi bri hadir bank pelayanan maksimal kinerjabriq3,aapinaku,0,1,0,netral
2022-12-05 08:52:37+00:00,digitalisasi motor penggerak efisiensi transformasi bri digitalisasi prose bisnis dituangkan strategi hybrid bank mantap sih bri pelayanan kinerjabriq3,Pisangcoklat010,0,1,0,netral
2022-12-05 06:40:10+00:00,disamping umkmbank bri pelayanan nasabah program kur kredit usaha rakyat dgn bunga rendah keren kinerjabriq3,pejuang_sinamot,0,1,0,netral
2022-12-05 02:06:15+00:00,rendipan9alila hai sobat bri informasikan jam operasional bri 07301630 wib rincian 1 pelayanan ka 08001500 wib 2 pelayanan nasabah 08001600 wib 1,BANKBRI_ID,0,0,0,netral
2022-12-04 15:51:00+00:00,semoga kedepannya bank bri meningkatkan pelayanan masyarakat umkm terbantu memajukan perekonomian negeri transformasibri,iszhigami,0,0,0,netral
2022-12-04 15:31:35+00:00,frizer_zone hai sobat bri terima kasih saran masukan perhatian meningkatkan kualitas pelayanan nasabah just info akun medium sosial resmi bank bri bercentang biru verified ya tkscatur,kontakBRI,0,0,0,netral
2022-12-04 14:18:31+00:00,mobile banking milik pt bank rakyat indonesia persero tbk andalan masyarakat indonesia memenuhi kebutuhan transaksi finansial nasabahnya bri pelayanan memuaskan mantap transformasibri,Castel4040,0,1,0,netral
2022-12-04 11:12:37+00:00,digitalisasi motor penggerak efisiensi transformasi bri digitalisasi dituangkan strategi hybrid bank bri menekan operational cost pelayanan keuangan formal masyarakat luas transformasibri,Moodpeople_,0,1,0,netral
2022-12-04 09:39:40+00:00,bri strategi hybrid bank bri digitalisasi menjangkau masyarakat digital masyarakat digital pelayanan merata dirasakan masyarakat indonesia transformasibri,caticatcute,0,0,0,netral
2022-12-04 09:25:26+00:00,bri menghadirkan konsep pelayanan fisik konsep hybrid bank transformasibri,kiiohkikii,0,0,0,netral
2022-12-04 09:15:42+00:00,nilai restrukturisasi buah hasil perpaduan pelayanan interaksi fisik pelayanan digitalisasi lakukan bank bri transformasibri,sofyanhamdani77,0,1,0,netral
2022-12-04 07:04:28+00:00,tau brimo aplikasi keuangan digital bank bri berbasis data internet pelayanan nasabah non nasabah bri transformasibri,rlaalsrbk,0,1,0,netral
2022-12-04 06:33:43+00:00,metallbat halobca hai sobat bri saran masukan manjadi perhatian pelayanan pengecekan diinformasikan detail permasalahan dialami dm ya 1,BANKBRI_ID,0,0,0,netral
2022-12-04 04:27:04+00:00,masyarakat familiar digitalisasi bank bri pelayanan edukasi mengenalkan digitalisasi online bertahap transformasibri,bangchanenthu,0,1,0,positif
2022-12-04 04:10:49+00:00,pengen tau gak gak dilupakan bank bri core bussinessnya bank bri ya umkm bank bri pelayanan pelaku umkm transformasibri,rotitawaarr,0,1,0,netral
2022-12-04 03:00:07+00:00,semoga kedepannya bank bri meningkatkan pelayanan masyarakat umkm terbantu memajukan perekonomian negeri transformasibri,lemaqri,0,0,0,netral
2022-12-03 16:43:32+00:00,bri come up with hybrid bank concept digitalisasi siapkan menjangkau masyarakat digital kedepannya pelayanan didapatkan transformasibri,dayuanya,0,0,0,netral
